REF_AREA,Reference area,DEATH_CAUSE,Cause of death,TIME_PERIOD,OBS_VALUE
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1975,569.5
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1976,527.4
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1977,479.1
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1978,442.6
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1979,432.6
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1980,393.5
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1981,355.5
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1982,348.5
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1983,313.4
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1984,301.8
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1985,279.2
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1986,287.8
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1987,262.8
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1988,246.5
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1989,273.9
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1990,265.4
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1991,226.9
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1992,211.3
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1993,225.2
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1994,225.2
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1995,213.8
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1996,213.4
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1997,198.6
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1998,185
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,1999,190.4
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2000,215
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2001,226.8
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2002,228
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2003,247.4
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2004,256.3
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2005,261.9
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2006,249.6
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2007,272.9
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2008,262.3
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2009,250.6
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2010,258
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2011,242.4
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2012,240.1
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2013,249.4
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2014,243.3
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2015,235.8
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2016,225.8
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2017,227.8
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2018,227.1
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2019,222.6
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2020,207.8
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2021,217.1
CAN,Canada,CICDAFFE,Certain conditions originating in the perinatal period,2022,216.6
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1960,5322.4
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1961,4605.7
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1962,3973.6
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1963,3727.4
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1964,4040.3
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1965,3487.8
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1966,4005.7
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1967,3063.2
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1968,1432.4
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1969,1447.3
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1970,1595.5
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1971,1494.5
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1972,1907.6
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1973,1972.3
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1974,1978.8
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1975,1521.8
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1976,1584.8
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1977,1413.7
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1978,964.1
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1979,989.5
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1980,1073.4
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1981,878.2
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1982,823.7
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1984,586.8
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1985,539.7
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1986,591.7
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1987,572.6
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1988,550.7
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1989,520.3
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1990,502.9
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1991,451
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1992,402
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1993,358.4
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1994,353.7
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1995,300.5
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1996,310
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1997,303.8
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1998,294.9
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,1999,295.3
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2000,299.1
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2001,281
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2002,265.9
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2003,252.1
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2004,292.9
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2005,285.1
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2006,292.2
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2007,322.6
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2008,311.9
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2009,302.4
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2010,297.8
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2011,299.1
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2012,275.4
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2013,259.5
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2014,288.5
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2015,275.5
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2016,244.2
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2017,253
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2018,256.9
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2019,249.1
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2020,179.9
CHL,Chile,CICDAFFE,Certain conditions originating in the perinatal period,2021,185.5
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1960,2603.7
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1961,2599.2
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1962,2724.2
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1963,2803.8
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1964,2679.7
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1965,2516.4
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1966,2320.9
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1967,2268.1
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1968,1082.6
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1969,916.2
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1972,866.7
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1974,940.8
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1975,937.9
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1976,1035.2
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1977,780.1
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1984,752.1
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1985,785.9
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1986,700.6
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1987,635.1
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1988,578.3
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1989,612.1
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1990,579.5
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1991,571.6
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1992,507.5
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1993,506.4
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1994,477.7
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1995,472.1
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1996,455.2
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1997,533.8
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1998,725.9
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,1999,795.1
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2000,820.7
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2001,713.8
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2002,639.5
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2003,619
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2004,596
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2005,609
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2006,572.1
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2007,579.3
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2008,579.4
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2009,521.9
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2010,437.7
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2011,465.5
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2012,466.8
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2013,434.7
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2014,453
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2015,433.3
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2016,424.8
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2017,426.5
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2018,431.3
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2019,422.8
COL,Colombia,CICDAFFE,Certain conditions originating in the perinatal period,2020,387.9
